Record #:  4
Notes :


19/03/201910:42:42Record #:  4
Notes :


19/03/201910:42:42
Volts Data

CH1	CH2	CH3	CH4	CH5	CH6	CH7	CH8	
23.488486E-3	-3.410590E-3	-11.488646E-3	399.999959E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.490161E-3	-3.384207E-3	-11.379159E-3	399.999955E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.496686E-3	-3.357934E-3	-11.251893E-3	399.999951E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.506035E-3	-3.339199E-3	-11.154786E-3	399.999949E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.516428E-3	-3.334219E-3	-11.126252E-3	399.999948E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.526780E-3	-3.345501E-3	-11.180009E-3	399.999948E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.535564E-3	-3.369249E-3	-11.297067E-3	399.999948E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.540705E-3	-3.396052E-3	-11.432615E-3	399.999949E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.540714E-3	-3.414776E-3	-11.535152E-3	399.999950E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.535320E-3	-3.416791E-3	-11.567151E-3	399.999951E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.524935E-3	-3.398470E-3	-11.518671E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.510418E-3	-3.362207E-3	-11.409841E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.494268E-3	-3.316844E-3	-11.282215E-3	399.999953E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.481588E-3	-3.276571E-3	-11.183899E-3	399.999953E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.477753E-3	-3.255630E-3	-11.153351E-3	399.999953E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.484225E-3	-3.260721E-3	-11.204470E-3	399.999953E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.497594E-3	-3.287787E-3	-11.318788E-3	399.999953E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.512278E-3	-3.325033E-3	-11.451738E-3	399.999953E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.523415E-3	-3.358417E-3	-11.551328E-3	399.999953E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.528277E-3	-3.376710E-3	-11.579327E-3	399.999953E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.526982E-3	-3.375570E-3	-11.525941E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.522395E-3	-3.359146E-3	-11.412734E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.518055E-3	-3.337282E-3	-11.283239E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.515706E-3	-3.320325E-3	-11.186753E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.514976E-3	-3.315243E-3	-11.161044E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.514608E-3	-3.323791E-3	-11.217531E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.513302E-3	-3.342038E-3	-11.335136E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.510299E-3	-3.361983E-3	-11.468345E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.506249E-3	-3.375305E-3	-11.566116E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.503199E-3	-3.376925E-3	-11.591915E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.503378E-3	-3.366705E-3	-11.537102E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.507759E-3	-3.348964E-3	-11.423251E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.515205E-3	-3.330255E-3	-11.292949E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.523037E-3	-3.317108E-3	-11.194454E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.528553E-3	-3.314246E-3	-11.165361E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.529687E-3	-3.322353E-3	-11.217793E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.524926E-3	-3.336747E-3	-11.331664E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.513501E-3	-3.348683E-3	-11.462322E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.495627E-3	-3.348487E-3	-11.558905E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.473658E-3	-3.330342E-3	-11.584306E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.453677E-3	-3.297229E-3	-11.529366E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.443682E-3	-3.260766E-3	-11.415799E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.448161E-3	-3.234628E-3	-11.286932E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.464967E-3	-3.227853E-3	-11.191746E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.487662E-3	-3.242833E-3	-11.167849E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.509685E-3	-3.276175E-3	-11.226627E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.526393E-3	-3.319761E-3	-11.346709E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.535321E-3	-3.362528E-3	-11.481862E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.536334E-3	-3.393811E-3	-11.580256E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.531542E-3	-3.407069E-3	-11.605137E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.524354E-3	-3.402044E-3	-11.548425E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.517992E-3	-3.384388E-3	-11.432670E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.514138E-3	-3.363080E-3	-11.301544E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.512468E-3	-3.347081E-3	-11.203973E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.511557E-3	-3.342698E-3	-11.177195E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.509747E-3	-3.351358E-3	-11.232095E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.504919E-3	-3.368035E-3	-11.347048E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.495134E-3	-3.382944E-3	-11.476238E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.481092E-3	-3.387066E-3	-11.568851E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.467052E-3	-3.377047E-3	-11.589041E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.458099E-3	-3.355595E-3	-11.529118E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.456793E-3	-3.328907E-3	-11.411777E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.462308E-3	-3.304162E-3	-11.280620E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.471585E-3	-3.287653E-3	-11.184151E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.481493E-3	-3.283618E-3	-11.159395E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.490444E-3	-3.293213E-3	-11.217813E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.498050E-3	-3.313236E-3	-11.338325E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.504498E-3	-3.336709E-3	-11.474435E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.510270E-3	-3.355490E-3	-11.573612E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.515548E-3	-3.363057E-3	-11.598454E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.520361E-3	-3.357256E-3	-11.540820E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.524976E-3	-3.341525E-3	-11.423984E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.529488E-3	-3.323264E-3	-11.292649E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.533670E-3	-3.311059E-3	-11.196620E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.537162E-3	-3.311647E-3	-11.173455E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.539080E-3	-3.326636E-3	-11.233591E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.537845E-3	-3.351060E-3	-11.354419E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.532073E-3	-3.375403E-3	-11.488691E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.521593E-3	-3.389555E-3	-11.583965E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.507789E-3	-3.386764E-3	-11.603527E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.493586E-3	-3.366658E-3	-11.540361E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.482692E-3	-3.335711E-3	-11.418955E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.477425E-3	-3.303924E-3	-11.284743E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.477068E-3	-3.280221E-3	-11.187334E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.479439E-3	-3.270448E-3	-11.163585E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.483176E-3	-3.276782E-3	-11.223496E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.487289E-3	-3.296095E-3	-11.344459E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.490166E-3	-3.319878E-3	-11.479486E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.490380E-3	-3.337742E-3	-11.576364E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.488222E-3	-3.342533E-3	-11.598475E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.486033E-3	-3.333750E-3	-11.538810E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.486372E-3	-3.316848E-3	-11.421401E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.490081E-3	-3.300053E-3	-11.290813E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.496322E-3	-3.291568E-3	-11.196229E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.503425E-3	-3.296983E-3	-11.174658E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.509167E-3	-3.316546E-3	-11.236090E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.511328E-3	-3.344535E-3	-11.357536E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.508717E-3	-3.371638E-3	-11.491800E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.501354E-3	-3.388211E-3	-11.586893E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.490305E-3	-3.387657E-3	-11.606479E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.478093E-3	-3.369717E-3	-11.543663E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.468033E-3	-3.340870E-3	-11.422943E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.462186E-3	-3.311001E-3	-11.289805E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.460309E-3	-3.289387E-3	-11.193925E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.460677E-3	-3.281965E-3	-11.171921E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.461219E-3	-3.289466E-3	-11.233063E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.460405E-3	-3.307199E-3	-11.353861E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.458194E-3	-3.327377E-3	-11.486944E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.456060E-3	-3.342318E-3	-11.580778E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.455782E-3	-3.346817E-3	-11.600144E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.458498E-3	-3.339842E-3	-11.539004E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.464618E-3	-3.325252E-3	-11.421850E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.473853E-3	-3.310544E-3	-11.293609E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.485012E-3	-3.303856E-3	-11.203210E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.495907E-3	-3.310355E-3	-11.186458E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.503577E-3	-3.329402E-3	-11.251407E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.505262E-3	-3.354340E-3	-11.372957E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.500048E-3	-3.375604E-3	-11.502923E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.489727E-3	-3.385046E-3	-11.590553E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.477859E-3	-3.378889E-3	-11.602434E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.467484E-3	-3.358131E-3	-11.534402E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.459705E-3	-3.327586E-3	-11.412000E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.454781E-3	-3.295467E-3	-11.280442E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.453025E-3	-3.271568E-3	-11.189034E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.453684E-3	-3.262723E-3	-11.173945E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.454170E-3	-3.268934E-3	-11.243153E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.451273E-3	-3.283351E-3	-11.371213E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.444331E-3	-3.296950E-3	-11.509317E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.437306E-3	-3.304289E-3	-11.605701E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.435900E-3	-3.304604E-3	-11.625570E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.443122E-3	-3.299793E-3	-11.563107E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.458462E-3	-3.293790E-3	-11.442671E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.479460E-3	-3.292506E-3	-11.309622E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.502710E-3	-3.301970E-3	-11.214562E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.523695E-3	-3.324632E-3	-11.194925E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.537235E-3	-3.356773E-3	-11.258910E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.539793E-3	-3.389939E-3	-11.380689E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.531632E-3	-3.414974E-3	-11.511558E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.516567E-3	-3.425362E-3	-11.600534E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.499722E-3	-3.418764E-3	-11.614070E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.485157E-3	-3.397194E-3	-11.547964E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.474746E-3	-3.366326E-3	-11.427659E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.468422E-3	-3.334106E-3	-11.297696E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.465054E-3	-3.308717E-3	-11.205955E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.463450E-3	-3.296243E-3	-11.187416E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.462646E-3	-3.298279E-3	-11.250136E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.461831E-3	-3.310952E-3	-11.369842E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.460803E-3	-3.326695E-3	-11.499033E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.460172E-3	-3.337430E-3	-11.586639E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.461192E-3	-3.337890E-3	-11.598429E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.465109E-3	-3.327581E-3	-11.529873E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.471880E-3	-3.310143E-3	-11.406590E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.480128E-3	-3.291848E-3	-11.273683E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.488510E-3	-3.280282E-3	-11.179777E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.496095E-3	-3.281477E-3	-11.160113E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.501698E-3	-3.296421E-3	-11.222065E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.503956E-3	-3.320091E-3	-11.340117E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.502045E-3	-3.343504E-3	-11.465726E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.496434E-3	-3.357562E-3	-11.547661E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.489166E-3	-3.357018E-3	-11.552435E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.482901E-3	-3.342337E-3	-11.476662E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.479460E-3	-3.318922E-3	-11.347119E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.479217E-3	-3.294992E-3	-11.209785E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.481474E-3	-3.279064E-3	-11.113734E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.484882E-3	-3.276931E-3	-11.093898E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.487822E-3	-3.289121E-3	-11.156633E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
