Record #:  1
Notes :


19/03/201910:40:58Record #:  1
Notes :


19/03/201910:40:58
Volts Data

CH1	CH2	CH3	CH4	CH5	CH6	CH7	CH8	
23.491179E-3	-5.721522E-3	-10.988646E-3	399.999955E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.495269E-3	-5.720752E-3	-10.993288E-3	399.999951E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.495872E-3	-5.729891E-3	-11.060051E-3	399.999949E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.493282E-3	-5.744984E-3	-11.163308E-3	399.999948E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.489772E-3	-5.760693E-3	-11.263221E-3	399.999948E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.487513E-3	-5.771167E-3	-11.321980E-3	399.999948E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.487948E-3	-5.772381E-3	-11.318256E-3	399.999949E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.492638E-3	-5.765235E-3	-11.255316E-3	399.999950E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.502351E-3	-5.755056E-3	-11.159136E-3	399.999951E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.515379E-3	-5.748157E-3	-11.067459E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.528159E-3	-5.749451E-3	-11.016170E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.536719E-3	-5.760692E-3	-11.026649E-3	399.999953E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.537347E-3	-5.778612E-3	-11.095976E-3	399.999953E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.527826E-3	-5.795607E-3	-11.196337E-3	399.999953E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.509048E-3	-5.803305E-3	-11.286977E-3	399.999953E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.485516E-3	-5.796603E-3	-11.331623E-3	399.999953E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.464099E-3	-5.776146E-3	-11.312425E-3	399.999953E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.451104E-3	-5.747842E-3	-11.236136E-3	399.999953E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.449116E-3	-5.719720E-3	-11.130766E-3	399.999953E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.455965E-3	-5.698644E-3	-11.034530E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.466819E-3	-5.689128E-3	-10.982900E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.477631E-3	-5.693616E-3	-10.996951E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.486234E-3	-5.711326E-3	-11.074030E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.490735E-3	-5.736090E-3	-11.186103E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.489466E-3	-5.757767E-3	-11.290298E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.483181E-3	-5.767614E-3	-11.346799E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.475553E-3	-5.762524E-3	-11.334738E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.470764E-3	-5.745317E-3	-11.259444E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.470855E-3	-5.722380E-3	-11.148727E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.475412E-3	-5.701409E-3	-11.041806E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.483289E-3	-5.690199E-3	-10.976716E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.493487E-3	-5.694489E-3	-10.977704E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.504148E-3	-5.714410E-3	-11.044373E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.512337E-3	-5.743314E-3	-11.150001E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.516083E-3	-5.771262E-3	-11.252743E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.515918E-3	-5.789754E-3	-11.313045E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.514035E-3	-5.794368E-3	-11.308568E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.512840E-3	-5.785788E-3	-11.241999E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.514132E-3	-5.769571E-3	-11.139308E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.518626E-3	-5.754181E-3	-11.039474E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.525928E-3	-5.748131E-3	-10.980724E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.534166E-3	-5.756278E-3	-10.986832E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.539386E-3	-5.776282E-3	-11.056241E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.537283E-3	-5.799335E-3	-11.161041E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.526337E-3	-5.815017E-3	-11.259079E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.508885E-3	-5.815895E-3	-11.311735E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.489872E-3	-5.800035E-3	-11.298260E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.474523E-3	-5.771307E-3	-11.222630E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.466434E-3	-5.737901E-3	-11.111635E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.466732E-3	-5.709687E-3	-11.004947E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.474139E-3	-5.695135E-3	-10.940946E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.486045E-3	-5.698961E-3	-10.942610E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.499114E-3	-5.720066E-3	-11.007235E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.509270E-3	-5.750665E-3	-11.105931E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.513291E-3	-5.779290E-3	-11.195607E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.511111E-3	-5.796268E-3	-11.237025E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.505879E-3	-5.797521E-3	-11.210079E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.501895E-3	-5.785305E-3	-11.120799E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.502439E-3	-5.766676E-3	-10.998326E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.508511E-3	-5.750592E-3	-10.884017E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.518623E-3	-5.744619E-3	-10.817404E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.529713E-3	-5.752403E-3	-10.822566E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.538255E-3	-5.772092E-3	-10.897646E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.541196E-3	-5.796497E-3	-11.013721E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.537295E-3	-5.816011E-3	-11.126806E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.528111E-3	-5.822824E-3	-11.196451E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.517414E-3	-5.813987E-3	-11.200977E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.509075E-3	-5.791883E-3	-11.143947E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.505364E-3	-5.762912E-3	-11.051355E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.506837E-3	-5.735704E-3	-10.961884E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.512535E-3	-5.718417E-3	-10.913638E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.520383E-3	-5.715865E-3	-10.930703E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.528025E-3	-5.727737E-3	-11.013104E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.533316E-3	-5.748314E-3	-11.135125E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.535004E-3	-5.768624E-3	-11.255096E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.533544E-3	-5.780344E-3	-11.332085E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.530906E-3	-5.779038E-3	-11.341665E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.529448E-3	-5.765544E-3	-11.285410E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.530573E-3	-5.745139E-3	-11.189801E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.534548E-3	-5.725771E-3	-11.094733E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.541585E-3	-5.716454E-3	-11.038590E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.551386E-3	-5.723703E-3	-11.045119E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.561759E-3	-5.747378E-3	-11.114000E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.569391E-3	-5.780408E-3	-11.219830E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.572059E-3	-5.812471E-3	-11.322526E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.570263E-3	-5.834913E-3	-11.383865E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.566693E-3	-5.843866E-3	-11.381918E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.563631E-3	-5.840052E-3	-11.318765E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.560876E-3	-5.826871E-3	-11.219108E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.556538E-3	-5.809405E-3	-11.120558E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.549808E-3	-5.794624E-3	-11.060768E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.541542E-3	-5.789250E-3	-11.064550E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.532197E-3	-5.795204E-3	-11.132836E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.521309E-3	-5.808085E-3	-11.240303E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.509025E-3	-5.820142E-3	-11.345721E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.497228E-3	-5.824534E-3	-11.409024E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.488987E-3	-5.818229E-3	-11.406625E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.486472E-3	-5.802337E-3	-11.339897E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.489452E-3	-5.780956E-3	-11.234014E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.496037E-3	-5.760206E-3	-11.128150E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.504199E-3	-5.746999E-3	-11.061610E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.512085E-3	-5.746318E-3	-11.059712E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.517731E-3	-5.758334E-3	-11.123221E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.519437E-3	-5.777806E-3	-11.227038E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.516427E-3	-5.796088E-3	-11.330338E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.509410E-3	-5.804642E-3	-11.393187E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.501217E-3	-5.799231E-3	-11.392085E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.496278E-3	-5.782296E-3	-11.328554E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.497853E-3	-5.761004E-3	-11.227733E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.505473E-3	-5.742934E-3	-11.128252E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.515522E-3	-5.733484E-3	-11.068157E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.523952E-3	-5.735327E-3	-11.071283E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.528102E-3	-5.747758E-3	-11.137583E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.526630E-3	-5.765801E-3	-11.242147E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.519240E-3	-5.781278E-3	-11.344798E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.507027E-3	-5.786133E-3	-11.405768E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.492973E-3	-5.776468E-3	-11.401330E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.481969E-3	-5.755403E-3	-11.333886E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.478648E-3	-5.731720E-3	-11.230661E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.484305E-3	-5.715060E-3	-11.131675E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.496629E-3	-5.712434E-3	-11.075039E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.511499E-3	-5.726642E-3	-11.084094E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.524321E-3	-5.754912E-3	-11.157728E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.531388E-3	-5.789387E-3	-11.269426E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.531379E-3	-5.820224E-3	-11.378225E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.525632E-3	-5.839124E-3	-11.445256E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.517186E-3	-5.841880E-3	-11.447700E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.509358E-3	-5.829507E-3	-11.386174E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.504738E-3	-5.807926E-3	-11.283928E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.505432E-3	-5.786916E-3	-11.178448E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.513406E-3	-5.777904E-3	-11.108272E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.529471E-3	-5.789752E-3	-11.098678E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.551835E-3	-5.824360E-3	-11.150584E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.576032E-3	-5.875207E-3	-11.237945E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.596639E-3	-5.930017E-3	-11.316869E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.609496E-3	-5.975698E-3	-11.342651E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.612667E-3	-6.002667E-3	-11.287158E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.605635E-3	-6.006773E-3	-11.150442E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.588182E-3	-5.989044E-3	-10.962162E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.560551E-3	-5.954671E-3	-10.771910E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.524048E-3	-5.911262E-3	-10.632390E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.480720E-3	-5.865684E-3	-10.580741E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.432765E-3	-5.820986E-3	-10.624075E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.382834E-3	-5.775876E-3	-10.737176E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.335023E-3	-5.727222E-3	-10.874937E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.295355E-3	-5.673609E-3	-10.992041E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.270832E-3	-5.617776E-3	-11.060037E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.266902E-3	-5.566439E-3	-11.075901E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.284830E-3	-5.527828E-3	-11.059949E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.321430E-3	-5.509380E-3	-11.045689E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.370868E-3	-5.516395E-3	-11.066819E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.426096E-3	-5.550118E-3	-11.144328E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.479537E-3	-5.605632E-3	-11.276095E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.524435E-3	-5.672256E-3	-11.434882E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.556923E-3	-5.737204E-3	-11.578592E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.576993E-3	-5.789898E-3	-11.667287E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.587274E-3	-5.824497E-3	-11.678241E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.591265E-3	-5.840925E-3	-11.614564E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.592179E-3	-5.844528E-3	-11.504288E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.591846E-3	-5.843577E-3	-11.389443E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.590133E-3	-5.845858E-3	-11.311030E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.585539E-3	-5.855963E-3	-11.295518E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.576698E-3	-5.874065E-3	-11.345106E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.563545E-3	-5.896271E-3	-11.435600E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
23.546852E-3	-5.915600E-3	-11.525330E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3	399.999952E-3
