time,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Column1
458,0.023488519,-0.003130848,-0.01143287,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
459,0.023485937,-0.003154784,-0.011568255,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
460,0.02347882,-0.003170371,-0.011673182,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
461,0.023468619,-0.003170574,-0.011707224,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
462,0.02345883,-0.003155093,-0.011657731,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
463,0.023452489,-0.003129277,-0.011543529,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
464,0.023450441,-0.003101259,-0.011406948,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
465,0.023452151,-0.003080015,-0.011299064,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
466,0.023457181,-0.003073535,-0.011262234,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
467,0.023464705,-0.003085231,-0.011313202,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
468,0.023473321,-0.003112084,-0.011434724,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
469,0.023482764,-0.003147269,-0.011582166,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
470,0.023494171,-0.003183337,-0.011701347,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
471,0.023508403,-0.003214023,-0.011748828,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
472,0.023525304,-0.003236224,-0.011707383,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
473,0.023544081,-0.00325151,-0.011590922,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
474,0.023563081,-0.003264961,-0.011436992,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
475,0.023578791,-0.003281499,-0.011291139,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
476,0.023586294,-0.003302754,-0.011189941,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
477,0.023581716,-0.003326356,-0.011148444,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
478,0.023564026,-0.003346582,-0.011156217,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
479,0.023534838,-0.003355551,-0.011183413,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
480,0.023497327,-0.00334528,-0.011194284,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
481,0.023455309,-0.003310432,-0.011162919,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
482,0.0234129,-0.003251053,-0.011085334,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
483,0.023374202,-0.003173581,-0.010982804,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
484,0.023342507,-0.003089067,-0.010894741,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
485,0.023320285,-0.003010557,-0.010864981,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
486,0.02330981,-0.002950372,-0.010925912,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
487,0.023312305,-0.002916019,-0.011083268,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
488,0.02332643,-0.002906749,-0.011309191,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
489,0.023349336,-0.002915048,-0.011550961,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
490,0.023379419,-0.002932098,-0.011750916,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
491,0.023416576,-0.002951723,-0.011866484,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
492,0.023460142,-0.002971279,-0.01188369,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
493,0.02350755,-0.002991247,-0.011820685,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
494,0.023554778,-0.003014487,-0.011719817,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
495,0.023597749,-0.003045152,-0.01163206,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
496,0.023633162,-0.003086444,-0.011599483,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
497,0.023658333,-0.003137536,-0.011639189,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
498,0.023671016,-0.003191962,-0.011734996,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
499,0.023670369,-0.003239641,-0.011844122,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
500,0.023658153,-0.003271219,-0.011916039,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
501,0.023637984,-0.003281128,-0.011913153,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
502,0.023613682,-0.003268922,-0.011825528,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
503,0.023588635,-0.003239728,-0.011674815,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
504,0.02356546,-0.003202878,-0.011505885,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
505,0.023545642,-0.003169039,-0.011370796,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
506,0.023529674,-0.003147087,-0.011310832,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
507,0.023517172,-0.003141031,-0.011340576,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
508,0.023506929,-0.003148352,-0.011440964,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
509,0.023497658,-0.003161501,-0.011566998,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
510,0.023488679,-0.003171311,-0.011666211,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
511,0.023479886,-0.003170374,-0.011698831,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
512,0.023472056,-0.003156315,-0.011652351,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
513,0.023466889,-0.003133197,-0.011545277,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
514,0.023465417,-0.003109026,-0.01141883,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
515,0.023467277,-0.003092393,-0.011321487,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
516,0.023472163,-0.003090682,-0.011291805,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
517,0.023480497,-0.003107941,-0.011343008,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
518,0.023492079,-0.003142151,-0.011455921,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
519,0.023504572,-0.003184303,-0.011586189,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
520,0.023514235,-0.003221454,-0.011682552,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
521,0.023518566,-0.003242799,-0.011707139,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
522,0.023517687,-0.003244374,-0.011649826,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
523,0.023513362,-0.003229609,-0.011531118,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
524,0.02350739,-0.003206875,-0.011393525,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
525,0.023500719,-0.003185966,-0.011286666,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
526,0.023493756,-0.00317488,-0.01125013,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
527,0.023487123,-0.003177466,-0.011297539,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
528,0.02348102,-0.00319143,-0.011409308,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
529,0.023474346,-0.003208383,-0.01154005,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
530,0.023466141,-0.003218047,-0.011637454,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
531,0.023457918,-0.003214319,-0.011663362,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
532,0.023453442,-0.003198303,-0.011608259,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
533,0.023455523,-0.003176215,-0.011493566,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
534,0.02346348,-0.003155404,-0.011362313,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
535,0.023474058,-0.003142231,-0.011263837,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
536,0.023484139,-0.00314132,-0.011236737,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
537,0.023492065,-0.003153975,-0.011293152,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
538,0.023497089,-0.003176457,-0.011411914,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
539,0.023499008,-0.003200829,-0.011546831,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
540,0.023498371,-0.003218143,-0.011645862,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
541,0.023496398,-0.003221955,-0.01167145,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
542,0.023494576,-0.003210907,-0.011614552,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
543,0.023494023,-0.003189194,-0.011497231,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
544,0.023495021,-0.003164828,-0.011363309,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
545,0.0234971,-0.003146841,-0.01126253,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
546,0.023499464,-0.00314224,-0.011233423,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
547,0.023501118,-0.003153123,-0.011287902,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
548,0.0235008,-0.003175309,-0.011404464,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
549,0.023497608,-0.003200066,-0.011536577,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
550,0.023492169,-0.003218349,-0.011632389,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
551,0.023486704,-0.003224665,-0.011655079,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
552,0.023483484,-0.003218499,-0.011596067,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
553,0.023483541,-0.003203921,-0.011477601,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
554,0.023486507,-0.003188112,-0.011343972,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
555,0.023490743,-0.003178625,-0.011245388,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
556,0.023493459,-0.003179914,-0.011220098,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
557,0.02349144,-0.003190975,-0.011279026,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
558,0.023483135,-0.003206422,-0.011399796,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
559,0.023470371,-0.003219915,-0.011535357,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
560,0.023457356,-0.00322654,-0.011633264,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
561,0.023448296,-0.003223895,-0.011656367,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
562,0.023445731,-0.003212874,-0.011596635,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
563,0.023449953,-0.003197642,-0.01147709,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
564,0.023459417,-0.003184616,-0.01134229,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
565,0.023471691,-0.00318069,-0.011242477,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
566,0.023484316,-0.003190762,-0.011215928,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
567,0.023495051,-0.003215084,-0.011273477,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
568,0.02350193,-0.003248176,-0.011392502,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
569,0.023503866,-0.003280683,-0.011525844,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
570,0.023501338,-0.003303132,-0.011621347,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
571,0.023496411,-0.003309725,-0.011642381,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
572,0.023491971,-0.003300578,-0.011581577,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
573,0.023490157,-0.003281017,-0.011462613,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
574,0.023491224,-0.003258976,-0.011330078,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
575,0.023494206,-0.003242768,-0.011233598,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
576,0.023497883,-0.003238633,-0.011211002,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
577,0.023500694,-0.003247711,-0.011273131,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
578,0.023501255,-0.003265416,-0.011397391,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
579,0.023499922,-0.003284435,-0.011536336,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
580,0.02349896,-0.00329816,-0.011637339,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
581,0.023500804,-0.003302561,-0.011663412,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
582,0.02350622,-0.003296867,-0.01160696,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
583,0.023514351,-0.003284129,-0.011491604,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
584,0.023524439,-0.00327163,-0.011362429,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
585,0.023535865,-0.003268307,-0.011269496,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
586,0.023546806,-0.003279924,-0.011249636,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
587,0.023554526,-0.003306226,-0.011311646,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
588,0.023556896,-0.003341295,-0.01143185,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
589,0.023553433,-0.003375971,-0.011563598,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
590,0.023545188,-0.003400925,-0.011655996,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
591,0.023534251,-0.003409972,-0.011673818,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
592,0.023523332,-0.003402661,-0.011611106,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
593,0.023514729,-0.003384174,-0.011492334,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
594,0.023509263,-0.003362851,-0.011361955,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
595,0.023506505,-0.003347525,-0.011268865,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
596,0.023505599,-0.003344917,-0.011249555,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
597,0.023505492,-0.003356882,-0.011312982,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
598,0.023504899,-0.00337922,-0.011435074,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
599,0.023502375,-0.003402973,-0.011568113,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
600,0.023496718,-0.00341771,-0.011660346,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
601,0.023487804,-0.003415837,-0.011676447,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
602,0.023477075,-0.003396044,-0.011610706,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
603,0.023467272,-0.003364184,-0.011488017,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
604,0.023461004,-0.003330731,-0.011353473,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
605,0.023458875,-0.003305992,-0.011256077,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
606,0.023459677,-0.003296612,-0.011231445,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
607,0.023461963,-0.00330412,-0.011287731,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
608,0.02346429,-0.003324118,-0.011401122,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
609,0.023465046,-0.003347351,-0.01152484,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
610,0.023463377,-0.003363592,-0.01160804,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
611,0.023460079,-0.003366169,-0.011616136,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
612,0.023457113,-0.003354365,-0.011544153,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
613,0.023456304,-0.003332965,-0.011417771,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
614,0.023458051,-0.003309646,-0.011282552,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
615,0.023460904,-0.003291718,-0.011187478,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
616,0.02346296,-0.003284094,-0.011168103,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
617,0.023463262,-0.00328792,-0.011232235,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
618,0.023461289,-0.003299177,-0.011354667,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
619,0.023456291,-0.003309373,-0.011486819,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
620,0.023448182,-0.00330939,-0.01157688,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
621,0.02343896,-0.003294481,-0.011590359,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
622,0.023432367,-0.003266832,-0.011523243,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
623,0.023431357,-0.003233845,-0.011402496,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
624,0.0234359,-0.003204233,-0.011274389,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
625,0.023442726,-0.003184424,-0.011187569,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
626,0.023446919,-0.003176351,-0.011176265,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
627,0.023444889,-0.00317761,-0.011246634,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
628,0.023436861,-0.003183628,-0.011372557,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
629,0.023426679,-0.003189651,-0.011505735,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
630,0.023419214,-0.003191557,-0.011595343,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
631,0.023418079,-0.00318688,-0.011607791,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
632,0.023424631,-0.003176045,-0.011539208,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
633,0.023437441,-0.003162078,-0.011415816,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
634,0.023452998,-0.003149604,-0.011283366,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
635,0.023467599,-0.00314389,-0.011191383,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
636,0.023478546,-0.003148838,-0.011175883,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
637,0.023484373,-0.003164592,-0.01124448,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
638,0.023484794,-0.003186687,-0.011371717,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
639,0.023480641,-0.003207505,-0.011509212,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
640,0.023473625,-0.003219212,-0.011605493,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
641,0.023465677,-0.003216654,-0.011625917,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
642,0.023458452,-0.003199398,-0.011565362,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
643,0.023453071,-0.003172042,-0.011449237,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
644,0.023449878,-0.003142538,-0.01132312,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
645,0.023448724,-0.003119727,-0.011236482,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
646,0.023449367,-0.003110507,-0.011224951,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
647,0.02345105,-0.00311661,-0.011295239,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
648,0.02345219,-0.003133164,-0.011420902,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
649,0.023451274,-0.003150844,-0.011553069,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
650,0.023448147,-0.003160219,-0.01164043,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
651,0.02344491,-0.003156376,-0.01164968,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
652,0.023445011,-0.003140951,-0.011578015,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
653,0.023450375,-0.00311993,-0.01145276,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
654,0.023460265,-0.003100776,-0.011320401,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
655,0.023472677,-0.003090738,-0.01123037,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
656,0.023485115,-0.003094182,-0.011217185,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
657,0.023494665,-0.003109874,-0.011285836,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
658,0.023498978,-0.003131206,-0.011408658,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
659,0.023497638,-0.003149249,-0.011537076,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
660,0.023492796,-0.003156686,-0.011621561,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
661,0.023488096,-0.003150402,-0.011630528,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
662,0.023486266,-0.00313168,-0.011561657,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
663,0.023488357,-0.003105878,-0.011441836,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
664,0.023494773,-0.003081923,-0.011316437,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
665,0.023505331,-0.003069473,-0.011233239,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
666,0.023518605,-0.003074656,-0.011225436,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
667,0.023531883,-0.003097003,-0.0112976,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
668,0.023541796,-0.003129154,-0.011422104,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
669,0.023545964,-0.003160042,-0.01155037,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
670,0.023544513,-0.003179739,-0.011632886,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
671,0.023539827,-0.003183097,-0.011638297,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
672,0.023534961,-0.003170981,-0.011564789,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
673,0.023532183,-0.003149378,-0.011440076,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
674,0.023532228,-0.003127012,-0.011310619,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
675,0.02353435,-0.003112358,-0.011225125,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
676,0.023537202,-0.003111083,-0.011217047,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
677,0.023539391,-0.003123945,-0.011290458,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
678,0.023539312,-0.003145778,-0.011416866,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
679,0.023535769,-0.003167422,-0.011546821,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
680,0.023529103,-0.003179955,-0.011629981,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
681,0.023521072,-0.003178307,-0.011634597,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
682,0.023513729,-0.003162848,-0.01155964,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
683,0.023508332,-0.00313879,-0.011434226,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
684,0.023504837,-0.003113996,-0.011305286,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
685,0.023502397,-0.003096542,-0.01122091,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
686,0.023500363,-0.003092435,-0.011214149,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
687,0.023498408,-0.003103121,-0.011289517,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
688,0.023495647,-0.003123787,-0.01141876,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
689,0.023490624,-0.003144762,-0.011551465,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
690,0.023483034,-0.003156336,-0.011635922,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
691,0.023474891,-0.003153674,-0.01163987,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
692,0.023469157,-0.003138213,-0.011562548,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
693,0.023467487,-0.003115844,-0.011433383,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
694,0.023469816,-0.003094729,-0.011299916,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
695,0.023475516,-0.003083496,-0.011211702,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
696,0.023483702,-0.003088222,-0.01120288,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
697,0.023492498,-0.00310891,-0.011277043,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
698,0.023499192,-0.003138753,-0.011404254,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
699,0.023501774,-0.003167273,-0.011534103,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
700,0.023500394,-0.003185138,-0.011616695,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
701,0.023497107,-0.003187648,-0.011621511,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
702,0.02349414,-0.003175552,-0.011548044,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
703,0.023492557,-0.00315403,-0.01142478,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
704,0.023492116,-0.003130808,-0.011297855,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
705,0.02349202,-0.003113997,-0.011215124,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
706,0.023491738,-0.003109671,-0.011209539,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
707,0.02349064,-0.003118894,-0.01128511,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
708,0.023487386,-0.003136243,-0.011413193,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
709,0.023480961,-0.003152321,-0.011543953,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
710,0.023472313,-0.003158693,-0.011627054,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
711,0.023464251,-0.003151582,-0.011631309,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
712,0.023459275,-0.003132288,-0.011556082,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
713,0.023457662,-0.003105511,-0.011430637,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
714,0.023458351,-0.003078418,-0.011302472,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
715,0.02346127,-0.003060161,-0.011220466,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
716,0.023467137,-0.003058519,-0.011217335,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
717,0.023475225,-0.003074908,-0.011295579,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
718,0.023483186,-0.003103203,-0.011424853,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
719,0.023489066,-0.003133242,-0.011554492,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
720,0.023492641,-0.003155481,-0.011634604,0.399999952,0.399999952,0.399999952,0.399999952,0.399999952,
