1880,7800000.00
1900,10600000.00
1922,14400000.00
1925,14800000.00
1939,16728000.00
1945,11000000.00
1950,11297000.00
1955,11800000.00
1960,12079000.00
1970,12585000.00
1980,12819000.00
1990,12868000.00
2000,12900000.00
2010,13428300.00
2017,14511100.00
